Category,Day,Amount,Date,Month
Data,27,,27/02/2023,FEB
Data,28,,28/02/2023,FEB
Savings/ Investment ,1,,01/02/2023,FEB
Savings/ Investment ,2,,02/02/2023,FEB
Savings/ Investment ,3,,03/02/2023,FEB
Savings/ Investment ,4,,04/02/2023,FEB
Savings/ Investment ,5,,05/02/2023,FEB
Savings/ Investment ,6,,06/02/2023,FEB
Savings/ Investment ,7,,07/02/2023,FEB
Savings/ Investment ,8,,08/02/2023,FEB
Savings/ Investment ,9,,09/02/2023,FEB
Savings/ Investment ,10,,10/02/2023,FEB
Savings/ Investment ,11,,11/02/2023,FEB
Savings/ Investment ,12,,12/02/2023,FEB
Savings/ Investment ,13,,13/02/2023,FEB
Savings/ Investment ,14,,14/02/2023,FEB
Savings/ Investment ,15,,15/02/2023,FEB
Savings/ Investment ,16,,16/02/2023,FEB
Savings/ Investment ,17,,17/02/2023,FEB
Savings/ Investment ,18,,18/02/2023,FEB
Savings/ Investment ,19,,19/02/2023,FEB
Savings/ Investment ,20,,20/02/2023,FEB
Savings/ Investment ,21,,21/02/2023,FEB
Savings/ Investment ,22,,22/02/2023,FEB
Savings/ Investment ,23,200,23/02/2023,FEB
Savings/ Investment ,24,,24/02/2023,FEB
Savings/ Investment ,25,,25/02/2023,FEB
Savings/ Investment ,26,,26/02/2023,FEB
Savings/ Investment ,27,,27/02/2023,FEB
Savings/ Investment ,28,,28/02/2023,FEB
Hair / Gym,1,,01/02/2023,FEB
Hair / Gym,2,,02/02/2023,FEB
Hair / Gym,3,,03/02/2023,FEB
Hair / Gym,4,,04/02/2023,FEB
Hair / Gym,5,,05/02/2023,FEB
Hair / Gym,6,,06/02/2023,FEB
Hair / Gym,7,,07/02/2023,FEB
Hair / Gym,8,,08/02/2023,FEB
Hair / Gym,9,,09/02/2023,FEB
Hair / Gym,10,,10/02/2023,FEB
Hair / Gym,11,,11/02/2023,FEB
Hair / Gym,12,,12/02/2023,FEB
Hair / Gym,13,,13/02/2023,FEB
Hair / Gym,14,,14/02/2023,FEB
Hair / Gym,15,,15/02/2023,FEB
Hair / Gym,16,,16/02/2023,FEB
Hair / Gym,17,,17/02/2023,FEB
Hair / Gym,18,,18/02/2023,FEB
Hair / Gym,19,,19/02/2023,FEB
Hair / Gym,20,,20/02/2023,FEB
Hair / Gym,21,,21/02/2023,FEB
Hair / Gym,22,,22/02/2023,FEB
Hair / Gym,23,,23/02/2023,FEB
Hair / Gym,24,,24/02/2023,FEB
Hair / Gym,25,,25/02/2023,FEB
Hair / Gym,26,,26/02/2023,FEB
Hair / Gym,27,,27/02/2023,FEB
Hair / Gym,28,20,28/02/2023,FEB
Food,1,10,01/02/2023,FEB
Food,2,15,02/02/2023,FEB
Food,3,,03/02/2023,FEB
Food,4,112,04/02/2023,FEB
Food,5,,05/02/2023,FEB
Food,6,10,06/02/2023,FEB
Food,7,60,07/02/2023,FEB
Food,8,10,08/02/2023,FEB
Food,9,36.5,09/02/2023,FEB
Food,10,,10/02/2023,FEB
Food,11,,11/02/2023,FEB
Food,12,10,12/02/2023,FEB
Food,13,,13/02/2023,FEB
Food,14,128,14/02/2023,FEB
Food,15,15,15/02/2023,FEB
Food,16,,16/02/2023,FEB
Food,17,,17/02/2023,FEB
Food,18,10,18/02/2023,FEB
Food,19,,19/02/2023,FEB
Food,20,,20/02/2023,FEB
Food,21,40,21/02/2023,FEB
Food,22,38,22/02/2023,FEB
Food,23,10,23/02/2023,FEB
Food,24,75,24/02/2023,FEB
Food,25,,25/02/2023,FEB
Food,26,,26/02/2023,FEB
Food,27,,27/02/2023,FEB
Food,28,30,28/02/2023,FEB
Healthcare,1,,01/02/2023,FEB
Healthcare,2,,02/02/2023,FEB
Healthcare,3,,03/02/2023,FEB
Healthcare,4,52,04/02/2023,FEB
Healthcare,5,,05/02/2023,FEB
Healthcare,6,,06/02/2023,FEB
Healthcare,7,,07/02/2023,FEB
Healthcare,8,,08/02/2023,FEB
Healthcare,10,,10/02/2023,FEB
Healthcare,11,,11/02/2023,FEB
Healthcare,12,,12/02/2023,FEB
Healthcare,13,,13/02/2023,FEB
Healthcare,14,,14/02/2023,FEB
Healthcare,15,,15/02/2023,FEB
Healthcare,16,13.5,16/02/2023,FEB
Healthcare,17,,17/02/2023,FEB
Healthcare,18,,18/02/2023,FEB
Healthcare,19,,19/02/2023,FEB
Healthcare,20,,20/02/2023,FEB
Healthcare,21,,21/02/2023,FEB
Healthcare,22,,22/02/2023,FEB
Healthcare,23,13.5,23/02/2023,FEB
Healthcare,24,,24/02/2023,FEB
Healthcare,25,,25/02/2023,FEB
Healthcare,26,,26/02/2023,FEB
Healthcare,27,17,27/02/2023,FEB
Healthcare,28,,28/02/2023,FEB
Clothes/ Shoes/ Jewelry ,1,,01/02/2023,FEB
Clothes/ Shoes/ Jewelry ,2,,02/02/2023,FEB
Clothes/ Shoes/ Jewelry ,3,,03/02/2023,FEB
Clothes/ Shoes/ Jewelry ,4,,04/02/2023,FEB
Clothes/ Shoes/ Jewelry ,5,,05/02/2023,FEB
Clothes/ Shoes/ Jewelry ,6,,06/02/2023,FEB
Clothes/ Shoes/ Jewelry ,7,,07/02/2023,FEB
Clothes/ Shoes/ Jewelry ,8,,08/02/2023,FEB
Clothes/ Shoes/ Jewelry ,9,,09/02/2023,FEB
Clothes/ Shoes/ Jewelry ,10,,10/02/2023,FEB
Clothes/ Shoes/ Jewelry ,11,,11/02/2023,FEB
Clothes/ Shoes/ Jewelry ,12,,12/02/2023,FEB
Clothes/ Shoes/ Jewelry ,13,,13/02/2023,FEB
Clothes/ Shoes/ Jewelry ,14,,14/02/2023,FEB
Clothes/ Shoes/ Jewelry ,15,,15/02/2023,FEB
Clothes/ Shoes/ Jewelry ,16,,16/02/2023,FEB
Clothes/ Shoes/ Jewelry ,17,,17/02/2023,FEB
Clothes/ Shoes/ Jewelry ,18,,18/02/2023,FEB
Clothes/ Shoes/ Jewelry ,19,,19/02/2023,FEB
Clothes/ Shoes/ Jewelry ,20,,20/02/2023,FEB
Clothes/ Shoes/ Jewelry ,21,,21/02/2023,FEB
Clothes/ Shoes/ Jewelry ,22,100,22/02/2023,FEB
Clothes/ Shoes/ Jewelry ,23,,23/02/2023,FEB
Clothes/ Shoes/ Jewelry ,24,,24/02/2023,FEB
Clothes/ Shoes/ Jewelry ,25,,25/02/2023,FEB
Clothes/ Shoes/ Jewelry ,26,,26/02/2023,FEB
Clothes/ Shoes/ Jewelry ,27,,27/02/2023,FEB
Clothes/ Shoes/ Jewelry ,28,,28/02/2023,FEB
Outings,1,,01/02/2023,FEB
Outings,2,,02/02/2023,FEB
Outings,3,,03/02/2023,FEB
Outings,4,,04/02/2023,FEB
Outings,5,,05/02/2023,FEB
Outings,6,,06/02/2023,FEB
Outings,7,,07/02/2023,FEB
Outings,8,,08/02/2023,FEB
Outings,9,,09/02/2023,FEB
Outings,10,,10/02/2023,FEB
Outings,11,,11/02/2023,FEB
Outings,12,,12/02/2023,FEB
Outings,13,,13/02/2023,FEB
Outings,14,,14/02/2023,FEB
Outings,15,,15/02/2023,FEB
Outings,16,,16/02/2023,FEB
Outings,17,,17/02/2023,FEB
Outings,18,,18/02/2023,FEB
Outings,19,,19/02/2023,FEB
Outings,20,,20/02/2023,FEB
Outings,21,,21/02/2023,FEB
Outings,22,,22/02/2023,FEB
Outings,23,,23/02/2023,FEB
Outings,24,,24/02/2023,FEB
Outings,25,,25/02/2023,FEB
Outings,26,,26/02/2023,FEB
Outings,27,,27/02/2023,FEB
Outings,28,,28/02/2023,FEB
Toiletries/Groceries,1,,01/02/2023,FEB
Toiletries/Groceries,2,,02/02/2023,FEB
Toiletries/Groceries,3,,03/02/2023,FEB
Toiletries/Groceries,4,,04/02/2023,FEB
Toiletries/Groceries,5,,05/02/2023,FEB
Toiletries/Groceries,6,,06/02/2023,FEB
Toiletries/Groceries,7,,07/02/2023,FEB
Toiletries/Groceries,8,,08/02/2023,FEB
Toiletries/Groceries,9,150,09/02/2023,FEB
Toiletries/Groceries,10,,10/02/2023,FEB
Toiletries/Groceries,11,,11/02/2023,FEB
Toiletries/Groceries,12,,12/02/2023,FEB
Toiletries/Groceries,13,,13/02/2023,FEB
Toiletries/Groceries,14,,14/02/2023,FEB
Toiletries/Groceries,15,,15/02/2023,FEB
Toiletries/Groceries,16,,16/02/2023,FEB
Toiletries/Groceries,17,,17/02/2023,FEB
Toiletries/Groceries,18,,18/02/2023,FEB
Toiletries/Groceries,19,,19/02/2023,FEB
Toiletries/Groceries,20,,20/02/2023,FEB
Toiletries/Groceries,21,,21/02/2023,FEB
Toiletries/Groceries,22,,22/02/2023,FEB
Toiletries/Groceries,23,,23/02/2023,FEB
Toiletries/Groceries,24,,24/02/2023,FEB
Toiletries/Groceries,25,,25/02/2023,FEB
Toiletries/Groceries,26,,26/02/2023,FEB
Toiletries/Groceries,27,,27/02/2023,FEB
Toiletries/Groceries,28,122,28/02/2023,FEB
Transportation ,1,19,01/02/2023,FEB
Transportation ,2,,02/02/2023,FEB
Transportation ,3,2.5,03/02/2023,FEB
Transportation ,4,38,04/02/2023,FEB
Transportation ,5,,05/02/2023,FEB
Transportation ,6,,06/02/2023,FEB
Transportation ,7,,07/02/2023,FEB
Transportation ,8,,08/02/2023,FEB
Transportation ,9,,09/02/2023,FEB
Transportation ,10,9.5,10/02/2023,FEB
Transportation ,11,,11/02/2023,FEB
Transportation ,12,58,12/02/2023,FEB
Transportation ,13,,13/02/2023,FEB
Transportation ,14,113,14/02/2023,FEB
Transportation ,15,12,15/02/2023,FEB
Transportation ,16,,16/02/2023,FEB
Transportation ,17,,17/02/2023,FEB
Transportation ,18,,18/02/2023,FEB
Transportation ,19,,19/02/2023,FEB
Transportation ,20,,20/02/2023,FEB
Transportation ,21,98,21/02/2023,FEB
Transportation ,22,50,22/02/2023,FEB
Transportation ,23,14,23/02/2023,FEB
Transportation ,24,1,24/02/2023,FEB
Transportation ,25,55,25/02/2023,FEB
Transportation ,26,50,26/02/2023,FEB
Transportation ,27,,27/02/2023,FEB
Transportation ,28,20,28/02/2023,FEB
Miscellaneous,1,,01/02/2023,FEB
Miscellaneous,2,,02/02/2023,FEB
Miscellaneous,3,,03/02/2023,FEB
Miscellaneous,4,,04/02/2023,FEB
Miscellaneous,5,,05/02/2023,FEB
Miscellaneous,6,,06/02/2023,FEB
Miscellaneous,7,,07/02/2023,FEB
Miscellaneous,8,,08/02/2023,FEB
Miscellaneous,9,63,09/02/2023,FEB
Miscellaneous,10,,10/02/2023,FEB
Miscellaneous,11,,11/02/2023,FEB
Miscellaneous,12,50,12/02/2023,FEB
Miscellaneous,13,,13/02/2023,FEB
Miscellaneous,14,,14/02/2023,FEB
Miscellaneous,15,,15/02/2023,FEB
Miscellaneous,16,,16/02/2023,FEB
Miscellaneous,17,,17/02/2023,FEB
Miscellaneous,18,,18/02/2023,FEB
Miscellaneous,19,,19/02/2023,FEB
Miscellaneous,20,,20/02/2023,FEB
Miscellaneous,21,,21/02/2023,FEB
Miscellaneous,22,,22/02/2023,FEB
Miscellaneous,23,,23/02/2023,FEB
Miscellaneous,24,,24/02/2023,FEB
Miscellaneous,25,,25/02/2023,FEB
Miscellaneous,26,,26/02/2023,FEB
Miscellaneous,27,,27/02/2023,FEB
Miscellaneous,28,,28/02/2023,FEB
Apple Subscriptions,1,,01/02/2023,FEB
Apple Subscriptions,2,,02/02/2023,FEB
Apple Subscriptions,3,,03/02/2023,FEB
Apple Subscriptions,4,,04/02/2023,FEB
Apple Subscriptions,5,,05/02/2023,FEB
Apple Subscriptions,6,,06/02/2023,FEB
Apple Subscriptions,7,,07/02/2023,FEB
Apple Subscriptions,8,,08/02/2023,FEB
Apple Subscriptions,9,,09/02/2023,FEB
Apple Subscriptions,10,,10/02/2023,FEB
Apple Subscriptions,11,,11/02/2023,FEB
Apple Subscriptions,12,,12/02/2023,FEB
Apple Subscriptions,13,,13/02/2023,FEB
Apple Subscriptions,14,,14/02/2023,FEB
Apple Subscriptions,15,,15/02/2023,FEB
Apple Subscriptions,16,,16/02/2023,FEB
Apple Subscriptions,17,,17/02/2023,FEB
Apple Subscriptions,18,,18/02/2023,FEB
Apple Subscriptions,19,,19/02/2023,FEB
Apple Subscriptions,20,,20/02/2023,FEB
Apple Subscriptions,21,,21/02/2023,FEB
Apple Subscriptions,22,,22/02/2023,FEB
Apple Subscriptions,23,,23/02/2023,FEB
Apple Subscriptions,24,,24/02/2023,FEB
Apple Subscriptions,25,,25/02/2023,FEB
Apple Subscriptions,26,14,26/02/2023,FEB
Apple Subscriptions,27,,27/02/2023,FEB
Apple Subscriptions,28,,28/02/2023,FEB
Netflix,1,,01/02/2023,FEB
Netflix,2,,02/02/2023,FEB
Netflix,3,,03/02/2023,FEB
Netflix,4,,04/02/2023,FEB
Netflix,5,,05/02/2023,FEB
Netflix,6,,06/02/2023,FEB
Netflix,7,,07/02/2023,FEB
Netflix,8,,08/02/2023,FEB
Netflix,9,,09/02/2023,FEB
Netflix,10,,10/02/2023,FEB
Netflix,11,,11/02/2023,FEB
Netflix,12,,12/02/2023,FEB
Netflix,13,,13/02/2023,FEB
Netflix,14,,14/02/2023,FEB
Netflix,15,,15/02/2023,FEB
Netflix,16,,16/02/2023,FEB
Netflix,17,,17/02/2023,FEB
Netflix,18,,18/02/2023,FEB
Netflix,19,,19/02/2023,FEB
Netflix,20,,20/02/2023,FEB
Netflix,21,,21/02/2023,FEB
Netflix,22,140,22/02/2023,FEB
Netflix,23,,23/02/2023,FEB
Netflix,24,,24/02/2023,FEB
Netflix,25,,25/02/2023,FEB
Netflix,26,,26/02/2023,FEB
Netflix,27,,27/02/2023,FEB
Netflix,28,,28/02/2023,FEB
electricity,1,,01/02/2023,FEB
electricity,2,,02/02/2023,FEB
electricity,3,,03/02/2023,FEB
electricity,4,,04/02/2023,FEB
electricity,5,,05/02/2023,FEB
electricity,6,,06/02/2023,FEB
electricity,7,,07/02/2023,FEB
electricity,8,,08/02/2023,FEB
electricity,9,,09/02/2023,FEB
electricity,10,,10/02/2023,FEB
electricity,11,,11/02/2023,FEB
electricity,12,,12/02/2023,FEB
electricity,13,,13/02/2023,FEB
electricity,14,,14/02/2023,FEB
electricity,15,,15/02/2023,FEB
electricity,16,,16/02/2023,FEB
electricity,17,,17/02/2023,FEB
electricity,18,,18/02/2023,FEB
electricity,19,,19/02/2023,FEB
electricity,20,,20/02/2023,FEB
electricity,21,,21/02/2023,FEB
electricity,22,,22/02/2023,FEB
electricity,23,,23/02/2023,FEB
electricity,24,,24/02/2023,FEB
electricity,25,,25/02/2023,FEB
electricity,26,,26/02/2023,FEB
electricity,27,,27/02/2023,FEB
electricity,28,,28/02/2023,FEB
Account Charges,1,,01/02/2023,FEB
Account Charges,2,,02/02/2023,FEB
Account Charges,3,,03/02/2023,FEB
Account Charges,4,,04/02/2023,FEB
Account Charges,5,,05/02/2023,FEB
Account Charges,6,,06/02/2023,FEB
Account Charges,7,,07/02/2023,FEB
Account Charges,8,,08/02/2023,FEB
Account Charges,9,,09/02/2023,FEB
Account Charges,10,,10/02/2023,FEB
Account Charges,11,,11/02/2023,FEB
Account Charges,12,,12/02/2023,FEB
Account Charges,13,,13/02/2023,FEB
Account Charges,14,,14/02/2023,FEB
Account Charges,15,,15/02/2023,FEB
Account Charges,16,,16/02/2023,FEB
Account Charges,17,,17/02/2023,FEB
Account Charges,18,,18/02/2023,FEB
Account Charges,19,,19/02/2023,FEB
Account Charges,20,,20/02/2023,FEB
Account Charges,21,,21/02/2023,FEB
Account Charges,22,,22/02/2023,FEB
Account Charges,23,10,23/02/2023,FEB
Account Charges,24,,24/02/2023,FEB
Account Charges,25,,25/02/2023,FEB
Account Charges,26,,26/02/2023,FEB
Account Charges,27,,27/02/2023,FEB
Account Charges,28,,28/02/2023,FEB
,1,,01/02/2023,FEB
,2,,02/02/2023,FEB
,3,,03/02/2023,FEB
,4,,04/02/2023,FEB
,5,,05/02/2023,FEB
,6,,06/02/2023,FEB
,7,,07/02/2023,FEB
,8,,08/02/2023,FEB
,9,,09/02/2023,FEB
,10,,10/02/2023,FEB
,11,,11/02/2023,FEB
,12,,12/02/2023,FEB
,13,,13/02/2023,FEB
,14,,14/02/2023,FEB
,15,,15/02/2023,FEB
,16,,16/02/2023,FEB
,17,,17/02/2023,FEB
,18,,18/02/2023,FEB
,19,,19/02/2023,FEB
,20,,20/02/2023,FEB
,21,,21/02/2023,FEB
,22,,22/02/2023,FEB
,23,,23/02/2023,FEB
,24,,24/02/2023,FEB
,25,,25/02/2023,FEB
,26,,26/02/2023,FEB
,27,,27/02/2023,FEB
,28,,28/02/2023,FEB
Rent,3,,03/03/2023,MARCH
Rent,4,,04/03/2023,MARCH
Rent,5,,05/03/2023,MARCH
Rent,6,,06/03/2023,MARCH
Rent,7,,07/03/2023,MARCH
Rent,8,,08/03/2023,MARCH
Rent,9,,09/03/2023,MARCH
Rent,10,,10/03/2023,MARCH
Rent,11,,11/03/2023,MARCH
Rent,12,,12/03/2023,MARCH
Rent,13,,13/03/2023,MARCH
Rent,14,,14/03/2023,MARCH
Rent,15,,15/03/2023,MARCH
Rent,16,,16/03/2023,MARCH
Rent,17,,17/03/2023,MARCH
Rent,18,,18/03/2023,MARCH
Rent,19,,19/03/2023,MARCH
Rent,20,,20/03/2023,MARCH
Rent,21,,21/03/2023,MARCH
Rent,22,1400,22/03/2023,MARCH
Rent,23,,23/03/2023,MARCH
Rent,24,,24/03/2023,MARCH
Rent,25,,25/03/2023,MARCH
Rent,26,,26/03/2023,MARCH
Rent,27,,27/03/2023,MARCH
Rent,28,,28/03/2023,MARCH
Rent,29,,29/03/2023,MARCH
Rent,30,,30/03/2023,MARCH
Rent,31,,31/03/2023,MARCH
Tithe,2,,02/03/2023,MARCH
Tithe,3,,03/03/2023,MARCH
Tithe,4,,04/03/2023,MARCH
Tithe,5,,05/03/2023,MARCH
Tithe,6,,06/03/2023,MARCH
Tithe,7,,07/03/2023,MARCH
Tithe,8,,08/03/2023,MARCH
Tithe,9,,09/03/2023,MARCH
Tithe,10,,10/03/2023,MARCH
Tithe,11,,11/03/2023,MARCH
Tithe,12,,12/03/2023,MARCH
Tithe,13,,13/03/2023,MARCH
Tithe,14,,14/03/2023,MARCH
Tithe,15,,15/03/2023,MARCH
Tithe,16,,16/03/2023,MARCH
Tithe,17,,17/03/2023,MARCH
Tithe,18,,18/03/2023,MARCH
Tithe,19,,19/03/2023,MARCH
Tithe,20,,20/03/2023,MARCH
Tithe,21,,21/03/2023,MARCH
Tithe,22,,22/03/2023,MARCH
Tithe,23,,23/03/2023,MARCH
Tithe,24,,24/03/2023,MARCH
Tithe,25,,25/03/2023,MARCH
Tithe,26,,26/03/2023,MARCH
Tithe,27,,27/03/2023,MARCH
Tithe,28,,28/03/2023,MARCH
Tithe,29,,29/03/2023,MARCH
Tithe,30,,30/03/2023,MARCH
Tithe,31,,31/03/2023,MARCH
Data,3,,03/03/2023,MARCH
Data,4,300,04/03/2023,MARCH
Data,5,,05/03/2023,MARCH
Data,6,,06/03/2023,MARCH
Data,7,,07/03/2023,MARCH
Data,8,6,08/03/2023,MARCH
Data,9,,09/03/2023,MARCH
Data,10,,10/03/2023,MARCH
Data,11,,11/03/2023,MARCH
Data,12,,12/03/2023,MARCH
Data,13,,13/03/2023,MARCH
Data,14,,14/03/2023,MARCH
Data,15,,15/03/2023,MARCH
Data,16,,16/03/2023,MARCH
Data,17,,17/03/2023,MARCH
Data,18,,18/03/2023,MARCH
Data,19,,19/03/2023,MARCH
Data,20,,20/03/2023,MARCH
Data,21,,21/03/2023,MARCH
Data,22,,22/03/2023,MARCH
Data,23,,23/03/2023,MARCH
Data,24,,24/03/2023,MARCH
Data,25,,25/03/2023,MARCH
Data,26,,26/03/2023,MARCH
Data,27,,27/03/2023,MARCH
Data,28,,28/03/2023,MARCH
Data,29,,29/03/2023,MARCH
Data,30,,30/03/2023,MARCH
Data,31,,31/03/2023,MARCH
Savings/ Investment ,2,,02/03/2023,MARCH
Savings/ Investment ,3,,03/03/2023,MARCH
Savings/ Investment ,4,,04/03/2023,MARCH
Savings/ Investment ,5,,05/03/2023,MARCH
Savings/ Investment ,6,,06/03/2023,MARCH
Savings/ Investment ,7,,07/03/2023,MARCH
Savings/ Investment ,8,,08/03/2023,MARCH
Savings/ Investment ,9,,09/03/2023,MARCH
Savings/ Investment ,10,,10/03/2023,MARCH
Savings/ Investment ,11,,11/03/2023,MARCH
Savings/ Investment ,12,,12/03/2023,MARCH
Savings/ Investment ,13,,13/03/2023,MARCH
Savings/ Investment ,14,,14/03/2023,MARCH
Savings/ Investment ,15,,15/03/2023,MARCH
Savings/ Investment ,16,,16/03/2023,MARCH
Savings/ Investment ,17,,17/03/2023,MARCH
Savings/ Investment ,18,,18/03/2023,MARCH
Savings/ Investment ,19,,19/03/2023,MARCH
Savings/ Investment ,20,,20/03/2023,MARCH
Savings/ Investment ,21,,21/03/2023,MARCH
Savings/ Investment ,22,,22/03/2023,MARCH
Savings/ Investment ,23,350,23/03/2023,MARCH
Savings/ Investment ,24,,24/03/2023,MARCH
Savings/ Investment ,25,,25/03/2023,MARCH
Savings/ Investment ,26,,26/03/2023,MARCH
Savings/ Investment ,27,,27/03/2023,MARCH
Savings/ Investment ,28,,28/03/2023,MARCH
Savings/ Investment ,29,,29/03/2023,MARCH
Savings/ Investment ,30,,30/03/2023,MARCH
Savings/ Investment ,31,,31/03/2023,MARCH
Hair / Gym,3,,03/03/2023,MARCH
Hair / Gym,4,,04/03/2023,MARCH
Hair / Gym,5,,05/03/2023,MARCH
Hair / Gym,6,,06/03/2023,MARCH
Hair / Gym,7,,07/03/2023,MARCH
Hair / Gym,8,,08/03/2023,MARCH
Hair / Gym,9,,09/03/2023,MARCH
Hair / Gym,10,,10/03/2023,MARCH
Hair / Gym,11,,11/03/2023,MARCH
Hair / Gym,12,,12/03/2023,MARCH
Hair / Gym,13,,13/03/2023,MARCH
Hair / Gym,14,,14/03/2023,MARCH
Hair / Gym,15,,15/03/2023,MARCH
Hair / Gym,16,,16/03/2023,MARCH
Hair / Gym,17,,17/03/2023,MARCH
Hair / Gym,18,,18/03/2023,MARCH
Hair / Gym,19,,19/03/2023,MARCH
Hair / Gym,20,,20/03/2023,MARCH
Hair / Gym,21,,21/03/2023,MARCH
Hair / Gym,22,,22/03/2023,MARCH
Hair / Gym,23,,23/03/2023,MARCH
Hair / Gym,24,,24/03/2023,MARCH
Hair / Gym,25,,25/03/2023,MARCH
Hair / Gym,26,,26/03/2023,MARCH
Hair / Gym,27,500,27/03/2023,MARCH
Hair / Gym,28,,28/03/2023,MARCH
Hair / Gym,29,,29/03/2023,MARCH
Hair / Gym,30,,30/03/2023,MARCH
Hair / Gym,31,,31/03/2023,MARCH
Food,1,10,01/03/2023,MARCH
Food,2,11,02/03/2023,MARCH
Food,3,106,03/03/2023,MARCH
Food,4,124,04/03/2023,MARCH
Food,5,146.9,05/03/2023,MARCH
Food,6,40,06/03/2023,MARCH
Food,7,41,07/03/2023,MARCH
Food,8,,08/03/2023,MARCH
Food,9,9,09/03/2023,MARCH
Food,10,163,10/03/2023,MARCH
Food,11,10,11/03/2023,MARCH
Food,12,10,12/03/2023,MARCH
Food,13,2,13/03/2023,MARCH
Food,14,19,14/03/2023,MARCH
Food,15,5.5,15/03/2023,MARCH
Food,16,10,16/03/2023,MARCH
Food,17,120.5,17/03/2023,MARCH
Food,18,72.4,18/03/2023,MARCH
Food,19,115,19/03/2023,MARCH
Food,20,4,20/03/2023,MARCH
Food,21,85,21/03/2023,MARCH
Food,22,7,22/03/2023,MARCH
Food,23,6,23/03/2023,MARCH
Food,24,4,24/03/2023,MARCH
Food,25,56,25/03/2023,MARCH
Food,26,10,26/03/2023,MARCH
Food,27,8,27/03/2023,MARCH
Food,28,4.5,28/03/2023,MARCH
Food,29,21,29/03/2023,MARCH
Food,30,11.5,30/03/2023,MARCH
Food,31,20.5,31/03/2023,MARCH
Healthcare,1,,01/03/2023,MARCH
Healthcare,2,,02/03/2023,MARCH
Healthcare,3,,03/03/2023,MARCH
Healthcare,4,,04/03/2023,MARCH
Healthcare,5,,05/03/2023,MARCH
Healthcare,6,,06/03/2023,MARCH
Healthcare,7,,07/03/2023,MARCH
Healthcare,8,,08/03/2023,MARCH
Healthcare,9,,09/03/2023,MARCH
Healthcare,10,,10/03/2023,MARCH
Healthcare,11,,11/03/2023,MARCH
Healthcare,12,,12/03/2023,MARCH
Healthcare,13,,13/03/2023,MARCH
Healthcare,14,,14/03/2023,MARCH
Healthcare,15,245,15/03/2023,MARCH
Healthcare,16,,16/03/2023,MARCH
Healthcare,17,,17/03/2023,MARCH
Healthcare,18,,18/03/2023,MARCH
Healthcare,19,,19/03/2023,MARCH
Healthcare,20,,20/03/2023,MARCH
Healthcare,21,,21/03/2023,MARCH
Healthcare,22,,22/03/2023,MARCH
Healthcare,23,,23/03/2023,MARCH
Healthcare,24,,24/03/2023,MARCH
Healthcare,25,,25/03/2023,MARCH
Healthcare,26,,26/03/2023,MARCH
Healthcare,27,,27/03/2023,MARCH
Healthcare,28,,28/03/2023,MARCH
Healthcare,29,,29/03/2023,MARCH
Healthcare,30,,30/03/2023,MARCH
Healthcare,31,,31/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,2,,02/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,3,,03/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,4,,04/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,5,,05/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,6,,06/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,7,,07/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,8,,08/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,9,14,09/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,10,,10/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,11,,11/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,12,,12/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,13,,13/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,14,,14/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,15,,15/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,16,,16/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,17,,17/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,18,,18/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,19,,19/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,20,,20/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,21,,21/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,22,40,22/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,23,200,23/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,24,,24/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,25,,25/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,26,,26/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,27,10,27/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,28,,28/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,29,,29/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,30,,30/03/2023,MARCH
Clothes/ Shoes/ Jewelry ,31,,31/03/2023,MARCH
shoes,3,,03/03/2023,MARCH
shoes,4,,04/03/2023,MARCH
shoes,5,,05/03/2023,MARCH
shoes,6,,06/03/2023,MARCH
shoes,7,,07/03/2023,MARCH
shoes,8,,08/03/2023,MARCH
shoes,9,,09/03/2023,MARCH
shoes,10,,10/03/2023,MARCH
shoes,11,,11/03/2023,MARCH
shoes,12,,12/03/2023,MARCH
shoes,13,,13/03/2023,MARCH
